"","yrswork","numjobs","ab5cconscientiousness","ab5cintellect","cttindustriousness","mpqwellbeing","mpqachievement","lifesatisfaction"
"337",35,10,4.45454545454545,3.45454545454545,3.9,1.16666666666667,1.5,5.4
"338",5,3,3.90909090909091,2.90909090909091,3,1,1.75,4.2
"339",38,3,3.45454545454545,3.27272727272727,2.8,2,1.58333333333333,3.6
"340",9,2,4.18181818181818,4.09090909090909,3.1,1.16666666666667,1.41666666666667,5.8
"341",55,7,4.36363636363636,3.81818181818182,3.2,1,1.08333333333333,5.2
"342",0,0,3,3,2.5,1.66666666666667,1.66666666666667,4
"343",35,60,4.27272727272727,4.54545454545455,2.9,1.33333333333333,1.25,4.2
"344",2,1,4.45454545454545,4,3.5,1,1.33333333333333,6
"345",5,4,3.36363636363636,2.81818181818182,2.9,1.58333333333333,1.5,4
"346",30,4,3.72727272727273,4.09090909090909,3.5,1.91666666666667,1.41666666666667,5.6
"347",40,5,4,2.63636363636364,3.3,1.08333333333333,1.25,6.2
"348",43,10,3,3.27272727272727,3.1,1.08333333333333,1.5,3.8
"349",40,10,2.27272727272727,2.81818181818182,2.7,1.58333333333333,1.33333333333333,4.2
"350",2,5,2.8,3,2.5,1.33333333333333,1.33333333333333,3
"351",40,4,3.90909090909091,4.18181818181818,2.8,1.08333333333333,1.41666666666667,5.4
"352",28,5,3.81818181818182,3.27272727272727,2.1,1.33333333333333,2,5
"353",20,10,4.81818181818182,4.36363636363636,3.9,1.66666666666667,1.08333333333333,4.2
"354",0,0,2.63636363636364,2.72727272727273,2.7,1.16666666666667,1.75,5
"355",16,6,4.90909090909091,4,3.4,2,1.16666666666667,2
"356",40,5,3.36363636363636,4.27272727272727,3.4,1.41666666666667,1.25,3.4
"357",20,2,3.09090909090909,3.36363636363636,2.9,1.16666666666667,1.16666666666667,4
"358",38,2,4.90909090909091,3.90909090909091,4,1.08333333333333,1,6.4
"359",34,8,4.63636363636364,4.36363636363636,3.3,1.25,1.33333333333333,6.4
"360",6,3,3.09090909090909,3,2.9,1.5,1.25,4.6
"361",24,3,4.09090909090909,3.63636363636364,3.2,1.08333333333333,1.5,6.6
"362",20,7,4.81818181818182,4.27272727272727,3.2,1.25,1.66666666666667,4.6
"363",45,6,3.36363636363636,2.63636363636364,2.7,1.75,1.91666666666667,5.4
"364",24,8,4.09090909090909,4.09090909090909,3.5,1.33333333333333,1,5.2
"365",25,50,4.63636363636364,3.54545454545455,2.5,1.08333333333333,1.18181818181818,4.6
"366",55,6,3.81818181818182,4.09090909090909,3.5,1.5,1.08333333333333,4
"367",43,2,4.81818181818182,2.81818181818182,3.3,1,1.08333333333333,6.2
"368",20,6,3.36363636363636,3.54545454545455,2.9,1.75,1.54545454545455,3.4
"369",20,8,4.36363636363636,4.09090909090909,2.8,1.41666666666667,1.25,6
"370",20,8,4.63636363636364,3.90909090909091,3.5,1.25,1.91666666666667,5.4
"371",4,1,4.18181818181818,3.63636363636364,2.8,1.08333333333333,1.33333333333333,5.4
"372",20,5,4.18181818181818,3.5,3.7,1.25,1.58333333333333,5
"373",34,1,4.18181818181818,2.63636363636364,1.9,1.66666666666667,1.58333333333333,3
"374",12,8,4.09090909090909,3.36363636363636,2.9,1.25,1.41666666666667,4.8
"375",35,10,4.90909090909091,3.81818181818182,3.9,1.58333333333333,1.66666666666667,2
"376",40,6,2.63636363636364,3.63636363636364,2.7,1.18181818181818,1.75,4.2
"377",20,10,2.27272727272727,2,2,1.75,2,1
"378",61,10,4.54545454545455,4.45454545454545,3.9,1.08333333333333,1.25,5.6
"379",48,15,4.09090909090909,4.45454545454545,3.5,1.08333333333333,1.58333333333333,5.6
"380",41,3,5,3.54545454545455,3.7,1,1.16666666666667,6.2
"381",40,3,4.63636363636364,3.63636363636364,3.8,1.16666666666667,1,6.2
"382",30,1,4.63636363636364,4.54545454545455,3.6,1.08333333333333,1.41666666666667,5.6
"383",30,99,4.63636363636364,3.90909090909091,3.1,1.75,1.16666666666667,1
"384",20,10,3.09090909090909,2.90909090909091,2.5,1,1.16666666666667,4
"385",33,NA,3.9,3,2.8,1.58333333333333,1.58333333333333,NA
"386",36,4,4.54545454545455,3.63636363636364,4,1,1.25,6
"387",41,6,4,3.36363636363636,3.2,1.66666666666667,1.5,5.4
"388",42,7,4.09090909090909,4,2.7,1.41666666666667,1.5,4
"389",8,0,3.36363636363636,3.18181818181818,2.5,1.25,1.5,5.8
"390",49,10,4.18181818181818,4.18181818181818,3.11111111111111,1.16666666666667,1.5,4.4
"391",35,5,4.63636363636364,3.90909090909091,3.8,1.16666666666667,1.18181818181818,1.8
"392",35,3,4.27272727272727,2.9,3.2,1,1.16666666666667,5.8
"393",16,10,3.54545454545455,4.45454545454545,2.6,1.33333333333333,1.75,5.2
"394",7,2,3.63636363636364,2.72727272727273,2.8,1.66666666666667,1.5,2
"395",35,8,3.90909090909091,3.90909090909091,2.7,1.33333333333333,1.83333333333333,5
"396",15,5,4.72727272727273,3.63636363636364,3.4,1.16666666666667,1.66666666666667,6.2
"397",39,5,3.54545454545455,3.72727272727273,3.3,1.16666666666667,1.5,5
"398",45,1,3.72727272727273,3.90909090909091,3,1,1.16666666666667,5.4
"399",45,9,4,3.54545454545455,3.1,1.83333333333333,1,3
"400",25,3,3.36363636363636,4.27272727272727,3.5,1.16666666666667,1.5,4
"401",20,3,3.90909090909091,3.63636363636364,3.2,1.5,1.58333333333333,6
"402",20,9,3.63636363636364,3.81818181818182,3,1.18181818181818,1.58333333333333,5
"403",55,3,3.81818181818182,2.18181818181818,3.7,1.83333333333333,1.8,3.6
"404",32,6,4.45454545454545,3.27272727272727,3.3,1.25,1.41666666666667,6
"405",24,10,3.27272727272727,3.09090909090909,2.9,1.58333333333333,1.66666666666667,3
"406",17,5,4.45454545454545,4,3.5,1.25,1.16666666666667,6.2
"407",29,5,2.81818181818182,4.36363636363636,2.9,1.08333333333333,1.91666666666667,4.8
"408",37,12,3.81818181818182,4.09090909090909,2.9,1,1,5
"409",6,5,3.27272727272727,3.90909090909091,3.33333333333333,1.16666666666667,1.25,6.2
"410",40,4,2.72727272727273,4.90909090909091,3,1.25,1.33333333333333,5.2
"411",20,5,3.45454545454545,3.18181818181818,3.5,1.41666666666667,1.41666666666667,4.2
"412",37,6,4.45454545454545,4.09090909090909,3.7,1.16666666666667,1.16666666666667,3.4
"413",30,5,3.81818181818182,3.81818181818182,3,1,1.33333333333333,4.8
"414",3,2,4.5,4,3.8,1.25,1.25,1.4
"415",23,19,3.45454545454545,3.09090909090909,2.5,1.6,1.66666666666667,4
"416",33,4,3.27272727272727,3.36363636363636,4,1.83333333333333,1.33333333333333,3.4
"417",42,8,4,4.36363636363636,2.9,1.16666666666667,1.25,7
"418",10,3,3.54545454545455,3.18181818181818,3,1.25,1,5
"419",34,4,4.45454545454545,4.81818181818182,3.5,1.08333333333333,1,6
"420",50,5,3.81818181818182,3.09090909090909,3,1.25,1.66666666666667,6.2
"421",7,5,3.54545454545455,4.27272727272727,3,1.08333333333333,1.08333333333333,4
"422",8,6,4.63636363636364,4.90909090909091,3.8,1.16666666666667,1,5.4
"423",20,15,2.45454545454545,3.63636363636364,1.9,2,1.91666666666667,4.6
"424",55,8,4,4.36363636363636,2.6,1.16666666666667,1.5,5.2
"425",44,5,4.90909090909091,4.90909090909091,3.9,1.08333333333333,1.08333333333333,5.4
"426",11,5,3.63636363636364,3.90909090909091,2.9,1.91666666666667,1.41666666666667,3.2
"427",20,3,4.18181818181818,4.81818181818182,3.3,1.08333333333333,1.33333333333333,6.8
"428",35,4,4.4,3.54545454545455,3.5,1.16666666666667,1.16666666666667,NA
"429",58,7,4.45454545454545,4.36363636363636,3.7,1,1.41666666666667,3.6
"430",56,5,4,3.72727272727273,2.8,1.18181818181818,1.72727272727273,5.4
"431",32,7,4,4.09090909090909,3.6,1.5,1.41666666666667,3.8
"432",12,4,4.09090909090909,4.09090909090909,3.3,1.36363636363636,1.33333333333333,6
"433",40,3,3.81818181818182,3.81818181818182,2.6,1,1.25,5
"434",32,5,4.36363636363636,3.54545454545455,3.6,1,1.54545454545455,4.4
"435",23,2,4,3.18181818181818,3,1.08333333333333,1.41666666666667,6
"436",3,4,3.09090909090909,2.81818181818182,2.9,1.75,1.58333333333333,4
"437",6,0,4.36363636363636,3.45454545454545,3.2,1.5,1.75,2.2
"438",39,9,3.63636363636364,3.63636363636364,3.1,1.25,1.58333333333333,5.2
"439",9,4,2.45454545454545,2.81818181818182,2.77777777777778,1,1.66666666666667,4
"440",14,8,4.09090909090909,3.90909090909091,3,1,1.5,5.2
"441",34,8,4.09090909090909,3.81818181818182,2.9,1.25,1.41666666666667,4.6
"442",61,8,4.27272727272727,4.90909090909091,4,1.33333333333333,1.33333333333333,4.6
"443",21,15,3.72727272727273,4.72727272727273,3.4,1.75,1.16666666666667,5.8
"444",48,15,3.90909090909091,4.81818181818182,3.2,1,1.16666666666667,5.8
"445",33,7,4.36363636363636,3.63636363636364,2.9,1.83333333333333,1.58333333333333,2.2
"446",35,11,4.45454545454545,3.45454545454545,3.4,1.08333333333333,1,5.4
"447",34,13,4.54545454545455,4.18181818181818,3.8,1.25,1.33333333333333,5
"448",23,2,3.81818181818182,3.36363636363636,3.2,1.08333333333333,1,5.8
"449",11,2,4.36363636363636,3.90909090909091,3.8,1.16666666666667,1.08333333333333,5.8
"450",11,4,4.45454545454545,2.72727272727273,3.8,1,1.08333333333333,5.4
"451",57,4,3.63636363636364,2.81818181818182,2.7,1.83333333333333,1.66666666666667,3.6
"452",20,3,3.90909090909091,2.81818181818182,2.88888888888889,1.08333333333333,1.91666666666667,6.8
"453",30,7,2.54545454545455,3.72727272727273,2.7,1.91666666666667,1.66666666666667,2.2
"454",5,1,3.90909090909091,3.09090909090909,3,1.41666666666667,1.33333333333333,4.8
"455",15,8,3.81818181818182,4.18181818181818,3.6,1.25,1,5.4
"456",42,10,3.81818181818182,3.90909090909091,3,1.33333333333333,1.33333333333333,4.4
"457",43,7,4.45454545454545,4,3.9,1.25,1.25,5.2
"458",40,6,3.36363636363636,3,3.25,2,1.16666666666667,4
"459",40,3,3.81818181818182,3.45454545454545,2.77777777777778,1.75,1.18181818181818,3.4
"460",38,10,4.09090909090909,4.09090909090909,3.7,1,1,5.2
"461",37,1,3.72727272727273,2.72727272727273,2.8,1.5,1.58333333333333,4.2
"462",6,4,3.72727272727273,4.18181818181818,3.3,1.08333333333333,1.27272727272727,4.2
"463",21,4,4.54545454545455,3.18181818181818,2.7,1.66666666666667,1.66666666666667,3.8
"464",2,3,4.27272727272727,4.72727272727273,3.2,1.66666666666667,1.5,1.6
"465",21,6,4.18181818181818,3.45454545454545,3.5,1.58333333333333,1.16666666666667,6
"466",14,8,4.36363636363636,3.27272727272727,3.1,1.25,1.41666666666667,6
"467",43,7,4.90909090909091,3.63636363636364,3.11111111111111,1.25,1.66666666666667,4.6
"468",49,4,4.09090909090909,3.90909090909091,3.5,1,1.08333333333333,4.6
"469",10,3,4.36363636363636,3.18181818181818,3.7,1.91666666666667,1.58333333333333,3.8
"470",40,5,4.27272727272727,3.72727272727273,3.1,1.33333333333333,1.75,5.6
"471",NA,NA,3.54545454545455,2.6,2.33333333333333,1,1.16666666666667,1
"472",34,6,4.45454545454545,3.27272727272727,3.4,1.33333333333333,1.5,4.6
"473",0,0,3.54545454545455,3.36363636363636,2.3,1.91666666666667,1.83333333333333,3.4
"474",5,3,3.09090909090909,3.27272727272727,2.6,1,1.5,3.2
"475",17,3,4.36363636363636,3.54545454545455,2.5,1.66666666666667,2,1.4
"476",50,5,4,3.36363636363636,3.4,1.41666666666667,1.41666666666667,4.2
"477",4,4,3.36363636363636,2.72727272727273,2.5,1.25,1.83333333333333,2.4
"478",6,2,3.90909090909091,3.90909090909091,2.6,1.25,1.5,6
"479",0,5,2.27272727272727,2.45454545454545,3.7,1.08333333333333,1.25,6.4
"480",1,3,4.63636363636364,3.45454545454545,3.2,1.08333333333333,1.41666666666667,4
"481",30,5,4.09090909090909,4.36363636363636,2.3,1.25,1.83333333333333,5.2
"482",10,9,2.09090909090909,3.09090909090909,2.3,1.66666666666667,1.58333333333333,3.4
"483",30,2,4.45454545454545,3.36363636363636,3.2,1,1.41666666666667,5.2
"484",36,9,3.90909090909091,4.45454545454545,3.6,1.58333333333333,1.08333333333333,2.4
"485",47,5,4.09090909090909,3.90909090909091,3,1.5,1.25,5
"486",19,5,3.09090909090909,4.18181818181818,2.9,1.58333333333333,1.33333333333333,5.2
"487",30,5,3.36363636363636,3,3.7,1.25,1.33333333333333,4
"488",46,4,3.36363636363636,2.36363636363636,3.5,1.16666666666667,1.5,6
"489",6,1,4.54545454545455,4.27272727272727,3.9,1.08333333333333,1,7
"490",34,7,3.72727272727273,4.2,3.7,1.25,1.41666666666667,4
"491",10,5,3.63636363636364,4,3.8,1.08333333333333,1.58333333333333,6.2
"492",24,5,4.54545454545455,3.18181818181818,3,1,1,5.2
"493",30,10,4.54545454545455,3.81818181818182,3.7,1.08333333333333,1.58333333333333,4.4
"494",6,5,2.09090909090909,4.27272727272727,2.9,1.75,1.66666666666667,4.6
"495",1,1,4.45454545454545,4.09090909090909,3.7,1.5,1,4.6
"496",30,2,3.27272727272727,3.18181818181818,2.5,1.33333333333333,1.66666666666667,4.8
"497",1,1,3.72727272727273,3.09090909090909,2.1,1.41666666666667,1.83333333333333,2.6
"498",21,3,3,2.90909090909091,2.2,1.16666666666667,1.33333333333333,4.8
"499",29,4,4.09090909090909,4.6,3.9,1.08333333333333,1.08333333333333,6
"500",20,3,4.36363636363636,3.18181818181818,3.6,1.08333333333333,1,6.4
"501",10,4,4.18181818181818,2.9,3.3,1,1.25,5.6
"502",33,2,4.54545454545455,3.18181818181818,2.7,1.41666666666667,1.33333333333333,4.8
"503",45,30,4.18181818181818,3.81818181818182,3.4,1.08333333333333,1.16666666666667,5.8
"504",20,6,2.72727272727273,1.63636363636364,3.2,1.5,1.66666666666667,5.8
"505",35,3,3.45454545454545,3.6,3.5,1,1.08333333333333,4.2
"506",45,3,3.90909090909091,3.45454545454545,2.9,1.08333333333333,1.08333333333333,6
"507",20,6,3.45454545454545,2.63636363636364,2.2,1.66666666666667,1.91666666666667,3.6
"508",25,2,4.54545454545455,3.45454545454545,3.4,1.75,1.08333333333333,1.8
"509",32,9,4,3.18181818181818,2.9,1.41666666666667,1.16666666666667,5.4
"510",15,12,4.54545454545455,4.27272727272727,3.7,1.25,1.58333333333333,3
"511",45,5,4.09090909090909,3.36363636363636,4,1,1.33333333333333,4.6
"512",7,4,4,3.45454545454545,2.9,1.41666666666667,1.5,6.4
"513",37,8,3.09090909090909,3.18181818181818,3.7,1.33333333333333,1.25,4
"514",25,9,3.90909090909091,4.18181818181818,3.66666666666667,1.16666666666667,1.5,5.8
"515",45,8,4.54545454545455,3.36363636363636,3.6,1.16666666666667,1.09090909090909,5.6
"516",22,2,3.81818181818182,2.90909090909091,3.2,1.58333333333333,1.41666666666667,6
"517",10,31,4.81818181818182,4.72727272727273,4,1.08333333333333,1.25,6.8
"518",5,3,3.54545454545455,3,2.8,1.41666666666667,1.5,6
"519",52,4,4.36363636363636,3.27272727272727,3.2,1.58333333333333,1.33333333333333,3.2
"520",22,6,4.18181818181818,3.27272727272727,3.3,1,1.25,6
"521",21,8,4.36363636363636,3.90909090909091,3.7,1.25,1.08333333333333,2.4
"522",20,6,4.45454545454545,2.81818181818182,2.3,1.83333333333333,1.91666666666667,1
"523",37,6,3.72727272727273,2.90909090909091,3,1.16666666666667,1.41666666666667,4.8
"524",30,18,3.63636363636364,3.54545454545455,2.9,1.25,1.33333333333333,2.2
"525",20,5,3.27272727272727,2.63636363636364,2.9,1.33333333333333,1.58333333333333,4.6
"526",25,2,4.36363636363636,3.36363636363636,2.9,1.75,1.16666666666667,3.8
"527",24,10,3.81818181818182,4.18181818181818,3.2,1.5,1.5,3.8
"528",31,4,4.36363636363636,3.27272727272727,3,1.16666666666667,1.5,5.2
"529",48,3,4,3.45454545454545,3.4,1.33333333333333,1.58333333333333,5
"530",11,7,3,3.36363636363636,2.8,1.75,1.83333333333333,2.2
"531",44,8,4.36363636363636,4.90909090909091,4,1.08333333333333,1,5.4
"532",45,8,4.54545454545455,4,3.8,1.16666666666667,1.33333333333333,3.8
"533",15,6,3.36363636363636,3.54545454545455,2.4,1.25,1.75,5.4
"534",35,10,3.81818181818182,3.18181818181818,3.1,1.41666666666667,1.16666666666667,4.2
"535",25,5,4.27272727272727,3.63636363636364,3.2,1,1.33333333333333,6.6
"536",0,2,3.09090909090909,4,2.9,1.16666666666667,1.58333333333333,4.4
"537",36,3,4.54545454545455,3.72727272727273,3.2,1.58333333333333,1.41666666666667,2
"538",14,3,4.54545454545455,4.27272727272727,4,1.08333333333333,1,5
"539",10,10,3,3,2.5,1.91666666666667,1.83333333333333,4
"540",38,10,4.18181818181818,2.90909090909091,2.8,1.58333333333333,1.58333333333333,6.4
"541",10,4,4.36363636363636,3.54545454545455,3.77777777777778,1,1.16666666666667,6
"542",38,7,4.36363636363636,3.09090909090909,3,2,1.41666666666667,1.6
"543",20,5,3.81818181818182,3.72727272727273,3.3,1.83333333333333,1.83333333333333,2.6
"544",32,5,4.3,3,3.3,1.33333333333333,1.33333333333333,3.6
"545",2,3,2.81818181818182,3,2.8,1,1.16666666666667,2.8
"546",20,25,3.63636363636364,4.45454545454545,3,1.41666666666667,1.33333333333333,3
"547",9,4,4.09090909090909,2.90909090909091,3.4,1,1.33333333333333,5
"548",20,17,3.45454545454545,3.45454545454545,3.4,1.27272727272727,1.25,5
"549",48,10,4.72727272727273,4,4,1,1,7
"550",31,4,4.36363636363636,3.90909090909091,3.4,1.33333333333333,1.58333333333333,3.4
"551",53,8,4.27272727272727,3.54545454545455,3.5,1.08333333333333,1.5,3.2
"552",42,6,4.72727272727273,3.63636363636364,3.3,1,1.25,5.2
"553",30,4,3,2.90909090909091,2.8,1.08333333333333,1.33333333333333,2.4
"554",34,3,3.18181818181818,2.90909090909091,2.6,1.41666666666667,1.66666666666667,4.2
"555",22,7,3.7,5,3.33333333333333,1.33333333333333,1.16666666666667,1.75
"556",60,3,4.18181818181818,3.45454545454545,3.6,1.33333333333333,1.25,5.8
"557",25,6,4.27272727272727,3.90909090909091,4,1.5,1.25,6.2
"558",1,1,3.27272727272727,3.90909090909091,2.9,1.25,1.5,3.6
"559",15,6,4.4,3.36363636363636,3,1,1.08333333333333,4
"560",10,3,4.36363636363636,4.27272727272727,2.8,1.33333333333333,1.75,5.4
"561",37,4,4.45454545454545,4.36363636363636,3,1.25,1.5,5.8
"562",22,17,5,4.27272727272727,4,1.16666666666667,1.16666666666667,7
"563",60,5,4.27272727272727,3.09090909090909,3.1,1.33333333333333,1.66666666666667,6
"564",42,25,4.27272727272727,4.09090909090909,3.2,1.75,1.58333333333333,2.2
"565",15,5,3.81818181818182,3.27272727272727,3.6,1.16666666666667,1.75,2.6
"566",23,12,4.45454545454545,2.72727272727273,3.3,1.41666666666667,1.58333333333333,6.2
"567",46,5,3.63636363636364,2.18181818181818,2.8,1.75,1.08333333333333,3
"568",0,1,3.63636363636364,3.09090909090909,2.3,1.16666666666667,1.58333333333333,5
"569",4,4,3.81818181818182,3.81818181818182,3,1.58333333333333,1.41666666666667,4.6
"570",7,2,3.90909090909091,3.54545454545455,2.9,1.41666666666667,1.83333333333333,4.2
"571",10,5,3.54545454545455,4.18181818181818,2.2,1.66666666666667,1.66666666666667,3.6
"572",14,5,4.18181818181818,3.81818181818182,3.2,1,1.25,6.2
"573",0,0,4.27272727272727,3.63636363636364,2.2,1.16666666666667,1.41666666666667,4
"574",43,4,3.72727272727273,2.90909090909091,3,1.41666666666667,1.91666666666667,5.2
"575",42,9,2.27272727272727,4.81818181818182,3.2,1.25,1.41666666666667,5.75
"576",50,6,3.81818181818182,2.81818181818182,3.3,1.66666666666667,1.5,4.8
"577",30,10,4.27272727272727,3.63636363636364,3.88888888888889,1.25,1.16666666666667,2.2
"578",12,5,4.09090909090909,3.54545454545455,3.5,1,1.33333333333333,5.4
"579",35,12,4.63636363636364,2.90909090909091,3.3,1.5,1.33333333333333,3
"580",8,0,4.36363636363636,3.90909090909091,4,1.41666666666667,1,1.8
"581",9,1,4.81818181818182,3.54545454545455,3.6,1,1.16666666666667,5.6
"582",33,4,4.45454545454545,3.54545454545455,3.6,1,1.16666666666667,5.4
"583",17,5,4.36363636363636,4.36363636363636,3.1,1.41666666666667,1.41666666666667,6.4
"584",45,9,3,3.09090909090909,3,1.41666666666667,1.41666666666667,3.2
"585",23,3,4.81818181818182,3.45454545454545,3.7,1.63636363636364,1.08333333333333,1.8
"586",60,3,3.63636363636364,3.27272727272727,3,1,1,5.2
"587",34,7,4.90909090909091,4.63636363636364,3.8,1,1,7
"588",40,4,3,3.09090909090909,2.6,1.83333333333333,1.66666666666667,4
"589",35,11,4.09090909090909,5,3.2,1.16666666666667,1.41666666666667,5.6
"590",0,0,3.81818181818182,2.63636363636364,2.8,1.91666666666667,1.58333333333333,3.4
"591",0,5,3,3,2.5,1.16666666666667,1.41666666666667,4
"592",14,3,3,3.90909090909091,3,1.83333333333333,1.25,3
"593",42,5,3.45454545454545,3.90909090909091,2.5,2,1.83333333333333,2.6
"594",58,10,3.81818181818182,3.81818181818182,3.1,1,1.16666666666667,6
"595",10,7,3.6,3.36363636363636,2.5,1.16666666666667,1.16666666666667,5.2
"596",3,2,3.72727272727273,3.63636363636364,3.1,1.75,1.83333333333333,3.6
"597",54,7,4,3,2.7,1.58333333333333,1.5,4.6
"598",38,3,2.72727272727273,2.90909090909091,2.4,1.08333333333333,1.27272727272727,5.4
"599",6,2,3.27272727272727,3.09090909090909,1.8,1.33333333333333,1.75,5.6
"600",4,3,3.4,3.45454545454545,3.5,1,1.6,5
"601",45,7,3.5,4.81818181818182,3.3,1.33333333333333,1.58333333333333,3.4
"602",13,4,4.36363636363636,3.63636363636364,3.7,1.16666666666667,1.25,4.6
"603",40,10,3.27272727272727,4.09090909090909,2.9,1.5,1.5,6
"604",5,3,3.18181818181818,3.36363636363636,2.4,1.41666666666667,1.41666666666667,3.2
"605",9,2,4.36363636363636,3.72727272727273,3.9,1.5,1.5,6
"606",55,9,4.45454545454545,3.45454545454545,3.4,1.33333333333333,1.33333333333333,2.6
"607",46,4,3.72727272727273,3.18181818181818,2.9,1.08333333333333,1.41666666666667,4.6
"608",50,2,3.90909090909091,3.18181818181818,3.5,1.41666666666667,1.25,6.2
"609",5,6,2.45454545454545,2.63636363636364,2.7,1.41666666666667,1.41666666666667,3.6
"610",28,6,4.18181818181818,3.36363636363636,3.4,1,1,4.8
"611",60,6,4,3.36363636363636,3.1,1.91666666666667,1.83333333333333,3.4
"612",20,8,3.18181818181818,4.72727272727273,3,1.83333333333333,1.41666666666667,2.6
"613",40,15,3.09090909090909,2.54545454545455,2.8,1.5,1.58333333333333,3.8
"614",45,9,4.54545454545455,3.72727272727273,3.4,1,1.08333333333333,6.8
"615",34,7,3.54545454545455,3.81818181818182,2.9,1.25,1.25,2
"616",10,3,3.54545454545455,3,2.6,1.83333333333333,1.75,2.6
"617",23,5,3.81818181818182,4.5,3.2,1.08333333333333,1.36363636363636,6.2
"618",6,6,3.09090909090909,3.27272727272727,2.9,1.25,1.41666666666667,4.8
"619",41,3,4.09090909090909,4.27272727272727,3.2,1.16666666666667,1.75,4.4
"620",32,8,2.90909090909091,3.27272727272727,3.2,1.41666666666667,1.33333333333333,4
"621",12,4,3.09090909090909,3.63636363636364,2.7,1.25,1.83333333333333,5.4
"622",45,6,4.18181818181818,3.36363636363636,2.9,1.16666666666667,1.66666666666667,5.8
"623",37,6,3.81818181818182,4.3,3.3,1.16666666666667,1.08333333333333,4.8
"624",42,11,4.18181818181818,4,2.7,1.66666666666667,1.33333333333333,3.4
"625",51,3,3.63636363636364,3.45454545454545,2.5,1,1.66666666666667,4.6
"626",10,5,4.09090909090909,4.27272727272727,2.8,1.5,1.33333333333333,3.2
"627",39,6,4.45454545454545,3.09090909090909,4,1.41666666666667,1.33333333333333,5
"628",11,1,3.72727272727273,4.27272727272727,2.7,1.58333333333333,1.83333333333333,6
"629",50,9,4.54545454545455,3.81818181818182,3.4,1.16666666666667,1.33333333333333,4.4
"630",40,6,4.45454545454545,3.72727272727273,3.8,1,1,5.4
"631",60,4,3.09090909090909,3,2.8,1.75,1.66666666666667,5
"632",45,9,4.18181818181818,3.36363636363636,3.3,1.16666666666667,1.16666666666667,5.4
"633",28,4,3.81818181818182,3.63636363636364,2.8,1.5,1.33333333333333,4
"634",0,10,2.63636363636364,2.90909090909091,2.5,1,1.18181818181818,7
"635",40,5,3.90909090909091,3,2.9,1.08333333333333,1,5.2
"636",44,4,3.54545454545455,2.45454545454545,2.6,1.75,1.5,3.8
"637",40,4,3.54545454545455,4.27272727272727,3.6,1.58333333333333,1.41666666666667,2.2
"638",14,7,4.54545454545455,4.45454545454545,3.6,1.16666666666667,1,6.2
"639",0,0,3.45454545454545,2.63636363636364,2.33333333333333,1.41666666666667,1.91666666666667,1.2
"640",24,4,4,3.09090909090909,3.3,1.33333333333333,1.16666666666667,2.6
"641",7,7,4.6,2.81818181818182,3.6,1.75,1.41666666666667,4.8
"642",24,11,3.72727272727273,3.90909090909091,3.9,1.41666666666667,1.33333333333333,5.6
"643",29,10,3.4,3.45454545454545,3,1.36363636363636,1.36363636363636,4.4
"644",50,2,4.27272727272727,4,3.8,1.08333333333333,1.16666666666667,4.2
"645",15,11,3,2.90909090909091,2.9,1.33333333333333,1.66666666666667,5
"646",40,6,4,3.5,3,1.5,1.91666666666667,5.4
"647",14,2,4.36363636363636,4.63636363636364,4,1.08333333333333,1.08333333333333,5.4
"648",17,8,3.63636363636364,3.18181818181818,2.9,1.75,1.41666666666667,2
"649",20,8,4.90909090909091,3.18181818181818,4,1.66666666666667,1.08333333333333,5
"650",22,3,4.09090909090909,4.45454545454545,3.6,1.25,1.16666666666667,6.2
"651",9,10,3.45454545454545,4.18181818181818,3.3,1.33333333333333,1.45454545454545,5
"652",43,7,4.72727272727273,4.09090909090909,3.9,1,1.16666666666667,7
"653",4,2,3.90909090909091,3.63636363636364,2.3,1.25,1.75,5.8
"654",24,3,4.63636363636364,3.72727272727273,3.4,1,1,6
"655",27,NA,3.18181818181818,4.09090909090909,2.8,1.83333333333333,1.75,1
"656",0,1,3,3,2.5,1.91666666666667,1.63636363636364,4
"657",38,7,4.63636363636364,4.18181818181818,3.9,1,1.16666666666667,5.6
"658",3,1,4.90909090909091,3.2,3.3,1.08333333333333,1.63636363636364,6.2
"659",45,6,3.90909090909091,3.81818181818182,3.3,1.33333333333333,1.25,4.2
"660",0,1,3,3.09090909090909,2.4,1.41666666666667,1.83333333333333,4
"661",30,6,4.63636363636364,3.81818181818182,3.8,1,1.16666666666667,4.8
"662",50,20,3.45454545454545,3.81818181818182,3,1.16666666666667,1.58333333333333,3.2
"663",38,8,3.54545454545455,4.18181818181818,3.1,1.08333333333333,1.33333333333333,4.6
"664",40,12,4.18181818181818,2.63636363636364,3.5,1.41666666666667,1.33333333333333,3.8
"665",20,5,4.63636363636364,4,4,1,1.16666666666667,5.8
"666",38,12,4.09090909090909,3.18181818181818,3,1.16666666666667,1.25,4.4
"667",35,5,4.63636363636364,4.18181818181818,4,1.08333333333333,1.25,3.8
"668",40,8,4.27272727272727,3,3.1,1.08333333333333,1.58333333333333,5
"669",50,6,4.54545454545455,4.09090909090909,3.6,1,1.33333333333333,5.4
"670",45,4,5,4,4,1,1.08333333333333,6.2
"671",40,4,3.45454545454545,3.18181818181818,2.7,1.58333333333333,1.91666666666667,4.2
"672",5,5,2.72727272727273,3.27272727272727,2,1.41666666666667,2,3.8
